"","Park","Year","SingleVisitorEntryFee"
"1429","Kings Canyon NP","2004",NA
"1430","Kings Canyon NP","2005",NA
"1431","Kings Canyon NP","2006",NA
"1432","Kings Canyon NP","2007",NA
"1433","Kings Canyon NP","2008",NA
"1434","Kings Canyon NP","2009",NA
"1435","Kings Canyon NP","2010",NA
"1436","Kings Canyon NP","2011",NA
"1437","Kings Canyon NP","2012",NA
"1438","Kings Canyon NP","2013",NA
"1439","Kings Canyon NP","2014",NA
"1440","Kings Canyon NP","2015",NA
"1441","Kings Canyon NP","2016",NA
"1442","Kings Canyon NP","2017",NA
"1443","Kings Canyon NP","2018",NA
"1444","Kobuk Valley NP","1980",NA
"1445","Kobuk Valley NP","1981",NA
"1446","Kobuk Valley NP","1982",NA
"1447","Kobuk Valley NP","1983",NA
"1448","Kobuk Valley NP","1984",NA
"1449","Kobuk Valley NP","1985",NA
"1450","Kobuk Valley NP","1986",NA
"1451","Kobuk Valley NP","1987",NA
"1452","Kobuk Valley NP","1988",NA
"1453","Kobuk Valley NP","1989",NA
"1454","Kobuk Valley NP","1990",NA
"1455","Kobuk Valley NP","1991",NA
"1456","Kobuk Valley NP","1992",NA
"1457","Kobuk Valley NP","1993",NA
"1458","Kobuk Valley NP","1994",NA
"1459","Kobuk Valley NP","1995",NA
"1460","Kobuk Valley NP","1996",NA
"1461","Kobuk Valley NP","1997",NA
"1462","Kobuk Valley NP","1998",NA
"1463","Kobuk Valley NP","1999",NA
"1464","Kobuk Valley NP","2000",NA
"1465","Kobuk Valley NP","2001",NA
"1466","Kobuk Valley NP","2002",NA
"1467","Kobuk Valley NP","2003",NA
"1468","Kobuk Valley NP","2004",NA
"1469","Kobuk Valley NP","2005",NA
"1470","Kobuk Valley NP","2006",NA
"1471","Kobuk Valley NP","2007",NA
"1472","Kobuk Valley NP","2008",NA
"1473","Kobuk Valley NP","2009",NA
"1474","Kobuk Valley NP","2010",NA
"1475","Kobuk Valley NP","2011",NA
"1476","Kobuk Valley NP","2012",NA
"1477","Kobuk Valley NP","2013",NA
"1478","Kobuk Valley NP","2014",NA
"1479","Kobuk Valley NP","2015",NA
"1480","Kobuk Valley NP","2016",NA
"1481","Kobuk Valley NP","2017",NA
"1482","Kobuk Valley NP","2018",NA
"1483","Lake Clark NP & PRES","1980",NA
"1484","Lake Clark NP & PRES","1981",NA
"1485","Lake Clark NP & PRES","1982",NA
"1486","Lake Clark NP & PRES","1983",NA
"1487","Lake Clark NP & PRES","1984",NA
"1488","Lake Clark NP & PRES","1985",NA
"1489","Lake Clark NP & PRES","1986",NA
"1490","Lake Clark NP & PRES","1987",NA
"1491","Lake Clark NP & PRES","1988",NA
"1492","Lake Clark NP & PRES","1989",NA
"1493","Lake Clark NP & PRES","1990",NA
"1494","Lake Clark NP & PRES","1991",NA
"1495","Lake Clark NP & PRES","1992",NA
"1496","Lake Clark NP & PRES","1993",NA
"1497","Lake Clark NP & PRES","1994",NA
"1498","Lake Clark NP & PRES","1995",NA
"1499","Lake Clark NP & PRES","1996",NA
"1500","Lake Clark NP & PRES","1997",NA
"1501","Lake Clark NP & PRES","1998",NA
"1502","Lake Clark NP & PRES","1999",NA
"1503","Lake Clark NP & PRES","2000",NA
"1504","Lake Clark NP & PRES","2001",NA
"1505","Lake Clark NP & PRES","2002",NA
"1506","Lake Clark NP & PRES","2003",NA
"1507","Lake Clark NP & PRES","2004",NA
"1508","Lake Clark NP & PRES","2005",NA
"1509","Lake Clark NP & PRES","2006",NA
"1510","Lake Clark NP & PRES","2007",NA
"1511","Lake Clark NP & PRES","2008",NA
"1512","Lake Clark NP & PRES","2009",NA
"1513","Lake Clark NP & PRES","2010",NA
"1514","Lake Clark NP & PRES","2011",NA
"1515","Lake Clark NP & PRES","2012",NA
"1516","Lake Clark NP & PRES","2013",NA
"1517","Lake Clark NP & PRES","2014",NA
"1518","Lake Clark NP & PRES","2015",NA
"1519","Lake Clark NP & PRES","2016",NA
"1520","Lake Clark NP & PRES","2017",NA
"1521","Lake Clark NP & PRES","2018",NA
"1522","Lassen Volcanic NP","1980",NA
"1523","Lassen Volcanic NP","1981",NA
"1524","Lassen Volcanic NP","1982",NA
"1525","Lassen Volcanic NP","1983",NA
"1526","Lassen Volcanic NP","1984",NA
"1527","Lassen Volcanic NP","1985",NA
"1528","Lassen Volcanic NP","1986",NA
"1529","Lassen Volcanic NP","1987",NA
"1530","Lassen Volcanic NP","1988",NA
"1531","Lassen Volcanic NP","1989",NA
"1532","Lassen Volcanic NP","1990",NA
"1533","Lassen Volcanic NP","1991",NA
"1534","Lassen Volcanic NP","1992",NA
"1535","Lassen Volcanic NP","1993",NA
"1536","Lassen Volcanic NP","1994",NA
"1537","Lassen Volcanic NP","1995",NA
"1538","Lassen Volcanic NP","1996",NA
"1539","Lassen Volcanic NP","1997",NA
"1540","Lassen Volcanic NP","1998",NA
"1541","Lassen Volcanic NP","1999",NA
"1542","Lassen Volcanic NP","2000",NA
"1543","Lassen Volcanic NP","2001",NA
"1544","Lassen Volcanic NP","2002",NA
"1545","Lassen Volcanic NP","2003",NA
"1546","Lassen Volcanic NP","2004",NA
"1547","Lassen Volcanic NP","2005",NA
"1548","Lassen Volcanic NP","2006",NA
"1549","Lassen Volcanic NP","2007",NA
"1550","Lassen Volcanic NP","2008",NA
"1551","Lassen Volcanic NP","2009",NA
"1552","Lassen Volcanic NP","2010",NA
"1553","Lassen Volcanic NP","2011",NA
"1554","Lassen Volcanic NP","2012",NA
"1555","Lassen Volcanic NP","2013",NA
"1556","Lassen Volcanic NP","2014",NA
"1557","Lassen Volcanic NP","2015",NA
"1558","Lassen Volcanic NP","2016",NA
"1559","Lassen Volcanic NP","2017",NA
"1560","Lassen Volcanic NP","2018",NA
"1561","Mammoth Cave NP","1980",NA
"1562","Mammoth Cave NP","1981",NA
"1563","Mammoth Cave NP","1982",NA
"1564","Mammoth Cave NP","1983",NA
"1565","Mammoth Cave NP","1984",NA
"1566","Mammoth Cave NP","1985",NA
"1567","Mammoth Cave NP","1986",NA
"1568","Mammoth Cave NP","1987",NA
"1569","Mammoth Cave NP","1988",NA
"1570","Mammoth Cave NP","1989",NA
"1571","Mammoth Cave NP","1990",NA
"1572","Mammoth Cave NP","1991",NA
"1573","Mammoth Cave NP","1992",NA
"1574","Mammoth Cave NP","1993",NA
"1575","Mammoth Cave NP","1994",NA
"1576","Mammoth Cave NP","1995",NA
"1577","Mammoth Cave NP","1996",NA
"1578","Mammoth Cave NP","1997",NA
"1579","Mammoth Cave NP","1998",NA
"1580","Mammoth Cave NP","1999",NA
"1581","Mammoth Cave NP","2000",NA
"1582","Mammoth Cave NP","2001",NA
"1583","Mammoth Cave NP","2002",NA
"1584","Mammoth Cave NP","2003",NA
"1585","Mammoth Cave NP","2004",NA
"1586","Mammoth Cave NP","2005",NA
"1587","Mammoth Cave NP","2006",NA
"1588","Mammoth Cave NP","2007",NA
"1589","Mammoth Cave NP","2008",NA
"1590","Mammoth Cave NP","2009",NA
"1591","Mammoth Cave NP","2010",NA
"1592","Mammoth Cave NP","2011",NA
"1593","Mammoth Cave NP","2012",NA
"1594","Mammoth Cave NP","2013",NA
"1595","Mammoth Cave NP","2014",NA
"1596","Mammoth Cave NP","2015",NA
"1597","Mammoth Cave NP","2016",NA
"1598","Mammoth Cave NP","2017",NA
"1599","Mammoth Cave NP","2018",NA
"1600","Mesa Verde NP","1980",NA
"1601","Mesa Verde NP","1981",NA
"1602","Mesa Verde NP","1982",NA
"1603","Mesa Verde NP","1983",NA
"1604","Mesa Verde NP","1984",NA
"1605","Mesa Verde NP","1985",NA
"1606","Mesa Verde NP","1986",NA
"1607","Mesa Verde NP","1987",NA
"1608","Mesa Verde NP","1988",NA
"1609","Mesa Verde NP","1989",NA
"1610","Mesa Verde NP","1990",NA
"1611","Mesa Verde NP","1991",NA
"1612","Mesa Verde NP","1992",NA
"1613","Mesa Verde NP","1993",NA
"1614","Mesa Verde NP","1994",NA
"1615","Mesa Verde NP","1995",NA
"1616","Mesa Verde NP","1996",NA
"1617","Mesa Verde NP","1997",NA
"1618","Mesa Verde NP","1998",NA
"1619","Mesa Verde NP","1999",NA
"1620","Mesa Verde NP","2000",NA
"1621","Mesa Verde NP","2001",NA
"1622","Mesa Verde NP","2002",NA
"1623","Mesa Verde NP","2003",NA
"1624","Mesa Verde NP","2004",NA
"1625","Mesa Verde NP","2005",NA
"1626","Mesa Verde NP","2006",NA
"1627","Mesa Verde NP","2007",NA
"1628","Mesa Verde NP","2008",NA
"1629","Mesa Verde NP","2009",NA
"1630","Mesa Verde NP","2010",NA
"1631","Mesa Verde NP","2011",NA
"1632","Mesa Verde NP","2012",NA
"1633","Mesa Verde NP","2013",NA
"1634","Mesa Verde NP","2014",NA
"1635","Mesa Verde NP","2015",NA
"1636","Mesa Verde NP","2016",NA
"1637","Mesa Verde NP","2017",NA
"1638","Mesa Verde NP","2018",NA
"1639","Mount Rainier NP","1980",NA
"1640","Mount Rainier NP","1981",NA
"1641","Mount Rainier NP","1982",NA
"1642","Mount Rainier NP","1983",NA
"1643","Mount Rainier NP","1984",NA
"1644","Mount Rainier NP","1985",NA
"1645","Mount Rainier NP","1986",NA
"1646","Mount Rainier NP","1987",NA
"1647","Mount Rainier NP","1988",NA
"1648","Mount Rainier NP","1989",NA
"1649","Mount Rainier NP","1990",NA
"1650","Mount Rainier NP","1991",NA
"1651","Mount Rainier NP","1992",NA
"1652","Mount Rainier NP","1993",NA
"1653","Mount Rainier NP","1994",NA
"1654","Mount Rainier NP","1995",NA
"1655","Mount Rainier NP","1996",NA
"1656","Mount Rainier NP","1997",NA
"1657","Mount Rainier NP","1998",NA
"1658","Mount Rainier NP","1999",NA
"1659","Mount Rainier NP","2000",NA
"1660","Mount Rainier NP","2001",NA
"1661","Mount Rainier NP","2002",NA
"1662","Mount Rainier NP","2003",NA
"1663","Mount Rainier NP","2004",NA
"1664","Mount Rainier NP","2005",NA
"1665","Mount Rainier NP","2006",NA
"1666","Mount Rainier NP","2007",NA
"1667","Mount Rainier NP","2008",NA
"1668","Mount Rainier NP","2009",NA
"1669","Mount Rainier NP","2010",NA
"1670","Mount Rainier NP","2011",NA
"1671","Mount Rainier NP","2012",NA
"1672","Mount Rainier NP","2013",NA
"1673","Mount Rainier NP","2014",NA
"1674","Mount Rainier NP","2015",NA
"1675","Mount Rainier NP","2016",NA
"1676","Mount Rainier NP","2017",NA
"1677","Mount Rainier NP","2018",NA
"1678","North Cascades NP","1980",NA
"1679","North Cascades NP","1981",NA
"1680","North Cascades NP","1982",NA
"1681","North Cascades NP","1983",NA
"1682","North Cascades NP","1984",NA
"1683","North Cascades NP","1985",NA
"1684","North Cascades NP","1986",NA
"1685","North Cascades NP","1987",NA
"1686","North Cascades NP","1988",NA
"1687","North Cascades NP","1989",NA
"1688","North Cascades NP","1990",NA
"1689","North Cascades NP","1991",NA
"1690","North Cascades NP","1992",NA
"1691","North Cascades NP","1993",NA
"1692","North Cascades NP","1994",NA
"1693","North Cascades NP","1995",NA
"1694","North Cascades NP","1996",NA
"1695","North Cascades NP","1997",NA
"1696","North Cascades NP","1998",NA
"1697","North Cascades NP","1999",NA
"1698","North Cascades NP","2000",NA
"1699","North Cascades NP","2001",NA
"1700","North Cascades NP","2002",NA
"1701","North Cascades NP","2003",NA
"1702","North Cascades NP","2004",NA
"1703","North Cascades NP","2005",NA
"1704","North Cascades NP","2006",NA
"1705","North Cascades NP","2007",NA
"1706","North Cascades NP","2008",NA
"1707","North Cascades NP","2009",NA
"1708","North Cascades NP","2010",NA
"1709","North Cascades NP","2011",NA
"1710","North Cascades NP","2012",NA
"1711","North Cascades NP","2013",NA
"1712","North Cascades NP","2014",NA
"1713","North Cascades NP","2015",NA
"1714","North Cascades NP","2016",NA
"1715","North Cascades NP","2017",NA
"1716","North Cascades NP","2018",NA
"1717","Olympic NP","1980",NA
"1718","Olympic NP","1981",NA
"1719","Olympic NP","1982",NA
"1720","Olympic NP","1983",NA
"1721","Olympic NP","1984",NA
"1722","Olympic NP","1985",NA
"1723","Olympic NP","1986",NA
"1724","Olympic NP","1987",NA
"1725","Olympic NP","1988",NA
"1726","Olympic NP","1989",NA
"1727","Olympic NP","1990",NA
"1728","Olympic NP","1991",NA
"1729","Olympic NP","1992",NA
"1730","Olympic NP","1993",NA
"1731","Olympic NP","1994",NA
"1732","Olympic NP","1995",NA
"1733","Olympic NP","1996",NA
"1734","Olympic NP","1997",NA
"1735","Olympic NP","1998",NA
"1736","Olympic NP","1999",NA
"1737","Olympic NP","2000",NA
"1738","Olympic NP","2001",NA
"1739","Olympic NP","2002",NA
"1740","Olympic NP","2003",NA
"1741","Olympic NP","2004",NA
"1742","Olympic NP","2005",NA
"1743","Olympic NP","2006",NA
"1744","Olympic NP","2007",NA
"1745","Olympic NP","2008",NA
"1746","Olympic NP","2009",NA
"1747","Olympic NP","2010",NA
"1748","Olympic NP","2011",NA
"1749","Olympic NP","2012",NA
"1750","Olympic NP","2013",NA
"1751","Olympic NP","2014",NA
"1752","Olympic NP","2015",NA
"1753","Olympic NP","2016",NA
"1754","Olympic NP","2017",NA
"1755","Olympic NP","2018",NA
"1756","Petrified Forest NP","1980",NA
"1757","Petrified Forest NP","1981",NA
"1758","Petrified Forest NP","1982",NA
"1759","Petrified Forest NP","1983",NA
"1760","Petrified Forest NP","1984",NA
"1761","Petrified Forest NP","1985",NA
"1762","Petrified Forest NP","1986",NA
"1763","Petrified Forest NP","1987",NA
"1764","Petrified Forest NP","1988",NA
"1765","Petrified Forest NP","1989",NA
"1766","Petrified Forest NP","1990",NA
"1767","Petrified Forest NP","1991",NA
"1768","Petrified Forest NP","1992",NA
"1769","Petrified Forest NP","1993",NA
"1770","Petrified Forest NP","1994",NA
"1771","Petrified Forest NP","1995",NA
"1772","Petrified Forest NP","1996",NA
"1773","Petrified Forest NP","1997",NA
"1774","Petrified Forest NP","1998",NA
"1775","Petrified Forest NP","1999",NA
"1776","Petrified Forest NP","2000",NA
"1777","Petrified Forest NP","2001",NA
"1778","Petrified Forest NP","2002",NA
"1779","Petrified Forest NP","2003",NA
"1780","Petrified Forest NP","2004",NA
"1781","Petrified Forest NP","2005",NA
"1782","Petrified Forest NP","2006",NA
"1783","Petrified Forest NP","2007",NA
"1784","Petrified Forest NP","2008",NA
"1785","Petrified Forest NP","2009",NA
"1786","Petrified Forest NP","2010",NA
"1787","Petrified Forest NP","2011",NA
"1788","Petrified Forest NP","2012",NA
"1789","Petrified Forest NP","2013",NA
"1790","Petrified Forest NP","2014",NA
"1791","Petrified Forest NP","2015",NA
"1792","Petrified Forest NP","2016",NA
"1793","Petrified Forest NP","2017",NA
"1794","Petrified Forest NP","2018",NA
"1795","Pinnacles NP","1980",NA
"1796","Pinnacles NP","1981",NA
"1797","Pinnacles NP","1982",NA
"1798","Pinnacles NP","1983",NA
"1799","Pinnacles NP","1984",NA
"1800","Pinnacles NP","1985",NA
"1801","Pinnacles NP","1986",NA
"1802","Pinnacles NP","1987",NA
"1803","Pinnacles NP","1988",NA
"1804","Pinnacles NP","1989",NA
"1805","Pinnacles NP","1990",NA
"1806","Pinnacles NP","1991",NA
"1807","Pinnacles NP","1992",NA
"1808","Pinnacles NP","1993",NA
"1809","Pinnacles NP","1994",NA
"1810","Pinnacles NP","1995",NA
"1811","Pinnacles NP","1996",NA
"1812","Pinnacles NP","1997",NA
"1813","Pinnacles NP","1998",NA
"1814","Pinnacles NP","1999",NA
"1815","Pinnacles NP","2000",NA
"1816","Pinnacles NP","2001",NA
"1817","Pinnacles NP","2002",NA
"1818","Pinnacles NP","2003",NA
"1819","Pinnacles NP","2004",NA
"1820","Pinnacles NP","2005",NA
"1821","Pinnacles NP","2006",NA
"1822","Pinnacles NP","2007",NA
"1823","Pinnacles NP","2008",NA
"1824","Pinnacles NP","2009",NA
"1825","Pinnacles NP","2010",NA
"1826","Pinnacles NP","2011",NA
"1827","Pinnacles NP","2012",NA
"1828","Pinnacles NP","2013",NA
"1829","Pinnacles NP","2014",NA
"1830","Pinnacles NP","2015",NA
"1831","Pinnacles NP","2016",NA
"1832","Pinnacles NP","2017",NA
"1833","Pinnacles NP","2018",NA
"1834","Redwood NP","1980",NA
"1835","Redwood NP","1981",NA
"1836","Redwood NP","1982",NA
"1837","Redwood NP","1983",NA
"1838","Redwood NP","1984",NA
"1839","Redwood NP","1985",NA
"1840","Redwood NP","1986",NA
"1841","Redwood NP","1987",NA
"1842","Redwood NP","1988",NA
"1843","Redwood NP","1989",NA
"1844","Redwood NP","1990",NA
"1845","Redwood NP","1991",NA
"1846","Redwood NP","1992",NA
"1847","Redwood NP","1993",NA
"1848","Redwood NP","1994",NA
"1849","Redwood NP","1995",NA
"1850","Redwood NP","1996",NA
"1851","Redwood NP","1997",NA
"1852","Redwood NP","1998",NA
"1853","Redwood NP","1999",NA
"1854","Redwood NP","2000",NA
"1855","Redwood NP","2001",NA
"1856","Redwood NP","2002",NA
"1857","Redwood NP","2003",NA
"1858","Redwood NP","2004",NA
"1859","Redwood NP","2005",NA
"1860","Redwood NP","2006",NA
"1861","Redwood NP","2007",NA
"1862","Redwood NP","2008",NA
"1863","Redwood NP","2009",NA
"1864","Redwood NP","2010",NA
"1865","Redwood NP","2011",NA
"1866","Redwood NP","2012",NA
"1867","Redwood NP","2013",NA
"1868","Redwood NP","2014",NA
"1869","Redwood NP","2015",NA
"1870","Redwood NP","2016",NA
"1871","Redwood NP","2017",NA
"1872","Redwood NP","2018",NA
"1873","Rocky Mountain NP","1980",NA
"1874","Rocky Mountain NP","1981",NA
"1875","Rocky Mountain NP","1982",NA
"1876","Rocky Mountain NP","1983",NA
"1877","Rocky Mountain NP","1984",NA
"1878","Rocky Mountain NP","1985",NA
"1879","Rocky Mountain NP","1986",NA
"1880","Rocky Mountain NP","1987",NA
"1881","Rocky Mountain NP","1988",NA
"1882","Rocky Mountain NP","1989",NA
"1883","Rocky Mountain NP","1990",NA
"1884","Rocky Mountain NP","1991",NA
"1885","Rocky Mountain NP","1992",NA
"1886","Rocky Mountain NP","1993",NA
"1887","Rocky Mountain NP","1994",NA
"1888","Rocky Mountain NP","1995",NA
"1889","Rocky Mountain NP","1996",NA
"1890","Rocky Mountain NP","1997",NA
"1891","Rocky Mountain NP","1998",NA
"1892","Rocky Mountain NP","1999",NA
"1893","Rocky Mountain NP","2000",NA
"1894","Rocky Mountain NP","2001",NA
"1895","Rocky Mountain NP","2002",NA
"1896","Rocky Mountain NP","2003",NA
"1897","Rocky Mountain NP","2004",NA
"1898","Rocky Mountain NP","2005",NA
"1899","Rocky Mountain NP","2006",NA
"1900","Rocky Mountain NP","2007",NA
"1901","Rocky Mountain NP","2008",NA
"1902","Rocky Mountain NP","2009",NA
"1903","Rocky Mountain NP","2010",NA
"1904","Rocky Mountain NP","2011",NA
"1905","Rocky Mountain NP","2012",NA
"1906","Rocky Mountain NP","2013",NA
"1907","Rocky Mountain NP","2014",NA
"1908","Rocky Mountain NP","2015",NA
"1909","Rocky Mountain NP","2016",NA
"1910","Rocky Mountain NP","2017",NA
"1911","Rocky Mountain NP","2018",NA
"1912","Saguaro NP","1980",NA
"1913","Saguaro NP","1981",NA
"1914","Saguaro NP","1982",NA
"1915","Saguaro NP","1983",NA
"1916","Saguaro NP","1984",NA
"1917","Saguaro NP","1985",NA
"1918","Saguaro NP","1986",NA
"1919","Saguaro NP","1987",NA
"1920","Saguaro NP","1988",NA
"1921","Saguaro NP","1989",NA
"1922","Saguaro NP","1990",NA
"1923","Saguaro NP","1991",NA
"1924","Saguaro NP","1992",NA
"1925","Saguaro NP","1993",NA
"1926","Saguaro NP","1994",NA
"1927","Saguaro NP","1995",NA
"1928","Saguaro NP","1996",NA
"1929","Saguaro NP","1997",NA
"1930","Saguaro NP","1998",NA
"1931","Saguaro NP","1999",NA
"1932","Saguaro NP","2000",NA
"1933","Saguaro NP","2001",NA
"1934","Saguaro NP","2002",NA
"1935","Saguaro NP","2003",NA
"1936","Saguaro NP","2004",NA
"1937","Saguaro NP","2005",NA
"1938","Saguaro NP","2006",NA
"1939","Saguaro NP","2007",NA
"1940","Saguaro NP","2008",NA
"1941","Saguaro NP","2009",NA
"1942","Saguaro NP","2010",NA
"1943","Saguaro NP","2011",NA
"1944","Saguaro NP","2012",NA
"1945","Saguaro NP","2013",NA
"1946","Saguaro NP","2014",NA
"1947","Saguaro NP","2015",NA
"1948","Saguaro NP","2016",NA
"1949","Saguaro NP","2017",NA
"1950","Saguaro NP","2018",NA
"1951","Sequoia NP","1980",NA
"1952","Sequoia NP","1981",NA
"1953","Sequoia NP","1982",NA
"1954","Sequoia NP","1983",NA
"1955","Sequoia NP","1984",NA
"1956","Sequoia NP","1985",NA
"1957","Sequoia NP","1986",NA
"1958","Sequoia NP","1987",NA
"1959","Sequoia NP","1988",NA
"1960","Sequoia NP","1989",NA
"1961","Sequoia NP","1990",NA
"1962","Sequoia NP","1991",NA
"1963","Sequoia NP","1992",NA
"1964","Sequoia NP","1993",NA
"1965","Sequoia NP","1994",NA
"1966","Sequoia NP","1995",NA
"1967","Sequoia NP","1996",NA
"1968","Sequoia NP","1997",NA
"1969","Sequoia NP","1998",NA
"1970","Sequoia NP","1999",NA
"1971","Sequoia NP","2000",NA
"1972","Sequoia NP","2001",NA
"1973","Sequoia NP","2002",NA
"1974","Sequoia NP","2003",NA
"1975","Sequoia NP","2004",NA
"1976","Sequoia NP","2005",NA
"1977","Sequoia NP","2006",NA
"1978","Sequoia NP","2007",NA
"1979","Sequoia NP","2008",NA
"1980","Sequoia NP","2009",NA
"1981","Sequoia NP","2010",NA
"1982","Sequoia NP","2011",NA
"1983","Sequoia NP","2012",NA
"1984","Sequoia NP","2013",NA
"1985","Sequoia NP","2014",NA
"1986","Sequoia NP","2015",NA
"1987","Sequoia NP","2016",NA
"1988","Sequoia NP","2017",NA
"1989","Sequoia NP","2018",NA
"1990","Shenandoah NP","1980",NA
"1991","Shenandoah NP","1981",NA
"1992","Shenandoah NP","1982",NA
"1993","Shenandoah NP","1983",NA
"1994","Shenandoah NP","1984",NA
"1995","Shenandoah NP","1985",NA
"1996","Shenandoah NP","1986",NA
"1997","Shenandoah NP","1987",NA
"1998","Shenandoah NP","1988",NA
"1999","Shenandoah NP","1989",NA
"2000","Shenandoah NP","1990",NA
"2001","Shenandoah NP","1991",NA
"2002","Shenandoah NP","1992",NA
"2003","Shenandoah NP","1993",NA
"2004","Shenandoah NP","1994",NA
"2005","Shenandoah NP","1995",NA
"2006","Shenandoah NP","1996",NA
"2007","Shenandoah NP","1997",NA
"2008","Shenandoah NP","1998",NA
"2009","Shenandoah NP","1999",NA
"2010","Shenandoah NP","2000",NA
"2011","Shenandoah NP","2001",NA
"2012","Shenandoah NP","2002",NA
"2013","Shenandoah NP","2003",NA
"2014","Shenandoah NP","2004",NA
"2015","Shenandoah NP","2005",NA
"2016","Shenandoah NP","2006",NA
"2017","Shenandoah NP","2007",NA
"2018","Shenandoah NP","2008",NA
"2019","Shenandoah NP","2009",NA
"2020","Shenandoah NP","2010",NA
"2021","Shenandoah NP","2011",NA
"2022","Shenandoah NP","2012",NA
"2023","Shenandoah NP","2013",NA
"2024","Shenandoah NP","2014",NA
"2025","Shenandoah NP","2015",NA
"2026","Shenandoah NP","2016",NA
"2027","Shenandoah NP","2017",NA
"2028","Shenandoah NP","2018",NA
"2029","Theodore Roosevelt NP","1980",NA
"2030","Theodore Roosevelt NP","1981",NA
"2031","Theodore Roosevelt NP","1982",NA
"2032","Theodore Roosevelt NP","1983",NA
"2033","Theodore Roosevelt NP","1984",NA
"2034","Theodore Roosevelt NP","1985",NA
"2035","Theodore Roosevelt NP","1986",NA
"2036","Theodore Roosevelt NP","1987",NA
"2037","Theodore Roosevelt NP","1988",NA
"2038","Theodore Roosevelt NP","1989",NA
"2039","Theodore Roosevelt NP","1990",NA
"2040","Theodore Roosevelt NP","1991",NA
"2041","Theodore Roosevelt NP","1992",NA
"2042","Theodore Roosevelt NP","1993",NA
"2043","Theodore Roosevelt NP","1994",NA
"2044","Theodore Roosevelt NP","1995",NA
"2045","Theodore Roosevelt NP","1996",NA
"2046","Theodore Roosevelt NP","1997",NA
"2047","Theodore Roosevelt NP","1998",NA
"2048","Theodore Roosevelt NP","1999",NA
"2049","Theodore Roosevelt NP","2000",NA
"2050","Theodore Roosevelt NP","2001",NA
"2051","Theodore Roosevelt NP","2002",NA
"2052","Theodore Roosevelt NP","2003",NA
"2053","Theodore Roosevelt NP","2004",NA
"2054","Theodore Roosevelt NP","2005",NA
"2055","Theodore Roosevelt NP","2006",NA
"2056","Theodore Roosevelt NP","2007",NA
"2057","Theodore Roosevelt NP","2008",NA
"2058","Theodore Roosevelt NP","2009",NA
"2059","Theodore Roosevelt NP","2010",NA
"2060","Theodore Roosevelt NP","2011",NA
"2061","Theodore Roosevelt NP","2012",NA
"2062","Theodore Roosevelt NP","2013",NA
"2063","Theodore Roosevelt NP","2014",NA
"2064","Theodore Roosevelt NP","2015",NA
"2065","Theodore Roosevelt NP","2016",NA
"2066","Theodore Roosevelt NP","2017",NA
"2067","Theodore Roosevelt NP","2018",NA
"2068","Virgin Islands NP","1980",NA
"2069","Virgin Islands NP","1981",NA
"2070","Virgin Islands NP","1982",NA
"2071","Virgin Islands NP","1983",NA
"2072","Virgin Islands NP","1984",NA
"2073","Virgin Islands NP","1985",NA
"2074","Virgin Islands NP","1986",NA
"2075","Virgin Islands NP","1987",NA
"2076","Virgin Islands NP","1988",NA
"2077","Virgin Islands NP","1989",NA
"2078","Virgin Islands NP","1990",NA
"2079","Virgin Islands NP","1991",NA
"2080","Virgin Islands NP","1992",NA
"2081","Virgin Islands NP","1993",NA
"2082","Virgin Islands NP","1994",NA
"2083","Virgin Islands NP","1995",NA
"2084","Virgin Islands NP","1996",NA
"2085","Virgin Islands NP","1997",NA
"2086","Virgin Islands NP","1998",NA
"2087","Virgin Islands NP","1999",NA
"2088","Virgin Islands NP","2000",NA
"2089","Virgin Islands NP","2001",NA
"2090","Virgin Islands NP","2002",NA
"2091","Virgin Islands NP","2003",NA
"2092","Virgin Islands NP","2004",NA
"2093","Virgin Islands NP","2005",NA
"2094","Virgin Islands NP","2006",NA
"2095","Virgin Islands NP","2007",NA
"2096","Virgin Islands NP","2008",NA
"2097","Virgin Islands NP","2009",NA
"2098","Virgin Islands NP","2010",NA
"2099","Virgin Islands NP","2011",NA
"2100","Virgin Islands NP","2012",NA
"2101","Virgin Islands NP","2013",NA
"2102","Virgin Islands NP","2014",NA
"2103","Virgin Islands NP","2015",NA
"2104","Virgin Islands NP","2016",NA
"2105","Virgin Islands NP","2017",NA
"2106","Virgin Islands NP","2018",NA
"2107","Voyageurs NP","1980",NA
"2108","Voyageurs NP","1981",NA
"2109","Voyageurs NP","1982",NA
"2110","Voyageurs NP","1983",NA
"2111","Voyageurs NP","1984",NA
"2112","Voyageurs NP","1985",NA
"2113","Voyageurs NP","1986",NA
"2114","Voyageurs NP","1987",NA
"2115","Voyageurs NP","1988",NA
"2116","Voyageurs NP","1989",NA
"2117","Voyageurs NP","1990",NA
"2118","Voyageurs NP","1991",NA
"2119","Voyageurs NP","1992",NA
"2120","Voyageurs NP","1993",NA
"2121","Voyageurs NP","1994",NA
"2122","Voyageurs NP","1995",NA
"2123","Voyageurs NP","1996",NA
"2124","Voyageurs NP","1997",NA
"2125","Voyageurs NP","1998",NA
"2126","Voyageurs NP","1999",NA
"2127","Voyageurs NP","2000",NA
"2128","Voyageurs NP","2001",NA
"2129","Voyageurs NP","2002",NA
"2130","Voyageurs NP","2003",NA
"2131","Voyageurs NP","2004",NA
"2132","Voyageurs NP","2005",NA
"2133","Voyageurs NP","2006",NA
"2134","Voyageurs NP","2007",NA
